0,1,2,3,4,5,6,7,8,9
0.9634214,0.9995324,0.18541059,0.30182454,0.27578908,0.93918395,0.1339058,0.5098125,0.20682517,0.36669788
0.9064497,0.99775445,0.00033019332,0.6786402,0.0019764642,0.9966777,0.04339071,0.21370086,0.21008873,0.039718077
0.9252705,0.0020896064,0.008327981,0.8574544,0.14745781,0.034883518,0.27802917,0.9935424,0.85534513,0.0011393119
0.11915731,0.98323965,0.8091264,0.0013031829,0.00014581572,0.00010193713,0.9295499,0.02931151,0.09044052,0.9765877
0.043583304,0.9838913,0.031869203,0.000118658245,0.00035972893,0.86701924,0.0005707796,0.00462802,0.56115746,0.39672142
0.03569199,0.31178045,0.035493907,0.44182694,0.11258338,0.9060764,0.003347549,0.81164277,0.9870454,0.23116878
0.62874067,0.02930736,0.028646437,0.99257034,0.013992215,0.47188523,0.85208005,0.00020029936,0.03338008,0.79483575
0.017531563,0.04463147,0.01148285,0.10314139,0.8011889,0.2589619,0.0005743038,0.9679245,0.16583633,0.00117751
0.14067438,0.9743245,0.77832425,0.18877035,0.0016493237,0.00097327115,0.009330578,0.94392985,0.034451902,0.046286512
0.749006,0.30673537,0.655232,0.0010489349,0.07324557,0.00041670378,0.013786622,0.00077357516,0.1520825,0.9875575
0.59267044,0.2148782,0.09769425,0.99499387,0.7523818,0.023983646,0.024293216,0.78863555,0.58132154,0.7842979
0.35453382,0.2821478,0.059212256,0.0006333852,0.9825704,0.9845774,0.1254012,0.036076464,0.00161681,0.00019264514
0.042192932,0.8580327,0.008193065,0.82868934,0.0644235,0.9960261,0.9788506,0.23034306,0.9950471,0.83866304
0.31784725,0.059449155,0.83407164,0.4672137,0.008702737,0.9626589,0.0067320256,0.0032141902,0.058424044,0.0060191727
0.9813913,0.034457806,0.88139117,0.0011158431,0.015168071,0.072891735,0.0033279494,0.038904246,0.947703,0.14827593
0.991108,0.0012802626,0.9652445,0.0041315304,0.8389962,0.016683523,0.058101397,0.13298881,0.9263565,0.088528365
0.061864026,0.00030972075,0.9439539,0.026811346,0.9385739,0.24325399,0.0010567977,0.03900605,0.091122136,0.0019488521
0.7968493,0.99408615,0.17078118,0.90173733,0.9634673,0.9493416,0.010987316,0.0031886387,0.50698555,0.9973159
0.06409251,0.0061967364,0.0029137363,0.6738308,0.0153256,0.6841758,0.2586175,0.14546916,0.027797388,0.0010841583
0.99674964,0.16771844,0.33775988,0.31555563,0.79533166,0.0017567847,0.043684185,0.4633175,0.52245617,0.69242924
0.034327235,0.0015305659,0.051192235,0.9857955,0.0009841514,0.06270015,0.0043376554,0.0014679591,0.013489707,0.09380004
0.9981416,0.00020300053,0.041318454,0.6019889,0.43009293,0.00055072084,0.76762205,0.9791983,0.53796077,0.0011433625
0.027491195,0.016310778,0.008632226,0.9278613,0.032056335,0.056140468,0.98439944,0.0025228276,0.0015270314,0.16306277
0.14544256,0.04686819,0.8580986,0.71671486,0.018402297,0.17500286,0.9680504,0.108053945,0.34042993,0.14267059
0.63268113,0.0005453525,0.4155369,0.9006628,0.4491612,0.22855581,0.24476102,0.0001336134,0.9572395,0.9902368
0.99237144,0.0016270323,0.17651238,0.9627486,0.0010151874,0.40307498,0.99768597,0.011764624,0.029060215,0.0015527289
0.87505114,0.067785144,0.9902833,0.00041380394,0.03042531,0.9483209,6.416608e-05,0.0003914721,0.11950052,0.0023041363
0.88236696,0.082778245,0.106548294,0.6307848,0.0033263366,0.0010730211,0.9652508,0.0062026447,0.3071955,0.9615135
0.25995874,0.0040419474,0.0020416754,0.87456745,0.44423276,0.055182915,0.15945704,0.90886533,0.012130091,0.00044543302
0.22435687,0.29502216,0.0017945349,0.9763046,0.09030775,0.57462263,0.03083174,0.8050781,0.96108454,0.50094783
0.91933095,0.008704247,0.7518846,0.40870386,0.016661642,0.11382738,0.8635557,0.6602394,0.8584808,0.009668974
0.78950894,0.99951977,5.7981695e-05,0.020554887,0.0015227596,0.88445765,0.0006946841,0.025422016,0.43683037,0.9368028
0.0054046693,0.0010731427,0.1158479,0.39267227,0.083606675,0.89431566,0.87144375,0.98336715,0.9999218,0.058176767
0.076676875,0.00026055484,0.11847695,6.3096566e-05,0.9254043,0.2102062,0.022617916,0.0006918632,0.010984654,0.0063332235
0.0065328307,0.000343337,0.10411733,0.78987896,0.0012236529,0.8619007,0.021877645,0.5480149,0.9771665,0.0014885531
0.055792715,0.030717814,0.001425919,0.6940719,0.9796817,0.00023594721,0.0013649806,0.10909377,0.027868416,0.97414
0.4137428,0.28568456,0.007931399,0.0016276063,0.05217464,0.00026709647,0.029486334,0.0063607944,0.6407484,0.99816304
0.017729895,0.9967509,0.28062412,0.02449869,0.09425084,0.994367,0.03368512,0.9127303,0.5538346,0.0050920653
0.098970056,0.9646083,0.0010348044,0.038845617,0.0036595666,0.9461329,0.3989432,0.42779884,0.44084367,0.050211802
0.16228506,0.70318747,0.0018341055,0.018355396,0.00040739504,0.31599993,0.00015901588,0.008639852,0.056488685,0.19583969
0.9570533,0.003709346,0.96875536,0.0005933298,0.7136297,0.0010194795,0.97743654,0.15298179,0.0076906565,0.0010841194
0.0021638772,0.80975544,0.0020912823,0.0015070274,0.3887105,0.0014887354,0.0034358026,0.8481522,0.0004565385,0.0068657156
0.00050064863,0.12793483,0.9889333,0.31860667,0.007078382,0.00096943654,0.00044686263,0.42695716,0.012804418,0.028711544
0.86808616,0.9203526,0.56405693,0.09015735,0.020754727,0.14351906,0.9504962,0.9864494,0.9574652,0.06641676
0.81871665,0.92654884,0.11338488,0.0024843721,0.62471324,0.0026663914,0.8464019,0.13441949,0.018535554,0.6308618
0.49304527,0.0010321549,0.10561145,0.026206613,0.8255062,0.0041221003,0.011701564,0.97486603,0.76213354,0.0046711117
0.020342216,0.9819078,0.009521991,0.92843723,0.008154197,0.98317945,0.73736674,0.90743655,0.650153,0.026246386
0.45840496,0.9758037,0.032760385,0.007257032,0.0060461587,0.00027467692,0.02589843,0.8808343,0.025706999,0.1702949
0.29621488,0.98540473,0.9750472,0.11346898,0.013545325,0.19287553,0.069654524,0.72829825,0.06385423,0.016918015
0.009192908,0.0006589546,0.009579941,0.0003361603,0.9958771,0.10998618,0.9874361,0.055055726,0.00011996649,0.000110587345
0.20273936,0.8528068,0.7431306,0.64160657,0.0024126032,0.0012236987,0.9664452,0.84406674,0.193674,0.26845244
0.9967142,0.9058937,0.0015016698,0.0050685587,0.041882623,0.0022959711,0.0027611754,0.22018503,0.19659851,0.7096426
0.013269417,0.9463052,0.003762024,7.099584e-05,0.99053764,0.97422594,0.92885035,0.9483959,0.26274875,0.0029618598
0.017295767,0.9822001,0.8436374,0.74586517,0.004670741,0.010303155,0.004787784,0.99344736,0.034862995,0.0056759086
0.30875677,0.0042770407,0.9183017,0.9316763,0.0063822493,0.017385013,0.8297487,0.029722063,0.010471882,0.006767536
0.0023493036,0.003734964,0.048749536,0.8507401,0.9298441,0.10753221,0.00074030383,0.90348744,0.8156693,0.08371456
0.049042895,0.9451853,0.6907664,0.008134276,0.0015094251,0.8993129,0.014296845,0.0022434955,0.17222269,0.27891567
0.01157793,0.012957983,0.24431208,0.595108,0.99918985,0.14370477,0.072917044,0.028716667,0.48679936,0.9621168
0.1495643,0.0036807433,0.017470546,0.039659757,0.029369362,0.89562744,0.81499416,0.035148002,0.82548374,0.024774712
0.101570986,0.9980024,0.004698682,0.10145965,0.03407165,0.6445034,0.0015905157,0.74199486,0.019055026,0.048728056
0.068256296,0.85485005,0.04757473,0.0063460325,0.97157913,0.0007692919,0.5736309,0.01710166,0.00853195,0.98924357
0.9925152,0.023319462,0.0022356024,0.0019484654,0.7181649,0.00024918074,0.012687623,0.84306914,0.17682475,0.051676653
0.98849183,0.81583065,0.0016105851,0.009512012,0.04367249,0.54412836,0.028893678,0.13964793,0.9208389,0.5332293
0.44473994,0.012066813,0.7776134,0.00046781075,0.16496366,0.06719957,0.08621022,0.010756457,0.3176953,0.052970003
0.3210223,0.5432813,0.0102325715,0.13203974,0.004273977,0.94887644,0.98092055,0.01393613,0.0028732794,0.0016248788
0.027620109,0.00024929908,0.2697885,0.9278784,0.007196166,0.43582433,0.016527325,0.0017933925,0.0044026244,0.0014305273
0.9617403,0.40890583,0.0046942267,0.0052106804,0.86796534,0.004470614,0.8952431,0.013434915,0.00353379,0.3320428
0.045844056,0.005207987,0.025242174,0.5688288,0.9824123,0.14349924,0.22135793,0.072021134,0.002831626,0.024183473
0.0038017265,0.0014083197,0.5618464,3.489124e-05,0.8595904,0.77723014,0.14281228,0.04530005,0.81878316,0.0075909435
0.064366415,0.009120016,0.015051279,0.93815994,0.017580064,0.95600516,0.095293045,0.041382354,0.0012474118,5.2137046e-05
0.051867504,0.030200815,0.003484558,0.0010764295,0.9854972,0.2825906,0.0017119234,0.71868926,0.02540352,0.00080096244
0.021969872,0.0005129581,0.00019470154,6.070597e-05,0.8331336,0.09924978,0.73537856,0.039252043,0.05992318,0.008588023
0.2686618,0.9857787,0.17280929,0.014886463,0.09815959,0.00033785106,0.46244118,0.0056714457,0.09835568,0.999574
0.053341415,0.998507,0.02859593,0.99673784,0.4275421,0.5359737,0.0015079217,0.87209135,0.025621807,0.50187796
0.0874715,0.52672935,0.08691579,0.98821217,0.001439753,0.23544428,0.002053339,0.8277464,0.008343192,0.000824732
0.83157676,0.9913464,0.8998604,0.13799019,0.0006668488,0.21462607,0.9954339,0.39001,0.036022823,0.015999198
0.41476244,0.38684595,0.8522477,0.007832702,0.0034554093,0.0007700653,0.10800984,0.0005726408,0.17057149,0.9879574
0.0100621665,0.983774,0.0072746966,0.000621013,0.00015841628,0.3301634,0.037257083,0.560025,0.9887237,0.75207365
0.005730502,0.5395129,0.50278956,0.023401143,0.004025087,0.053873483,0.005575059,0.12163987,0.7396233,0.66501945
0.0023965233,0.39256856,0.9954704,0.00020468776,0.032197326,0.35497847,0.7427276,0.006066207,0.003729055,0.0028431746
0.99315083,0.010375782,0.8924283,0.9290705,0.9481466,0.0019332092,0.055066764,0.55338407,0.92002827,0.8356721
0.04623884,0.0022388115,0.0074959015,0.076634645,0.006419712,0.83722734,0.110117555,0.105592266,0.9990646,0.5141125
0.9340359,0.94206274,3.1866854e-05,0.00039898563,0.32990965,0.9589113,0.058299202,0.019075528,0.0016643838,0.0019505419
0.00076176197,0.037751418,0.97015285,0.5181822,0.53205913,0.03449702,0.009207395,0.5129587,0.33582026,0.11359202
0.007788112,0.0007473268,0.06895397,0.15789716,0.9893869,0.84869975,0.98510444,0.021847634,0.8307452,0.28345495
0.88784283,0.9947381,0.031159662,0.7021261,0.10205704,0.94829315,0.0033586049,0.98410296,0.5498941,0.010299368
0.009857034,0.3127191,0.016520211,0.9850993,0.025962265,0.033916377,0.011189526,0.9891573,0.0146466745,0.0022885487
0.0035226184,0.025897909,0.68520004,0.0005374208,0.998749,0.029502664,0.9264831,0.016086143,0.0008123419,0.04093445
0.9199131,0.9660957,0.9829652,0.04631674,0.16910435,0.99908817,0.00043853465,0.0060463874,0.1642599,0.007078865
0.9698828,0.14546132,0.0001226781,0.0006203765,0.0014728585,6.176512e-05,0.0005918731,0.0047181183,0.16333814,0.97980016
0.15791093,0.8054939,0.006482632,0.9691206,0.028762108,0.98875093,0.9471389,0.014449536,0.6411626,0.7586309
0.0037288868,0.93538857,0.778731,0.00018246732,0.00025637526,0.0061434675,0.9740312,0.73331547,0.98840386,0.87841314
0.008845958,0.00029776705,0.043654393,0.0012956953,0.9605631,0.6661104,0.021575345,0.0093164975,0.99859524,0.9083133
0.0004903745,0.016427414,0.98952043,5.5150507e-05,0.28548175,0.08810274,0.96138257,0.12089403,0.19003887,0.005297428
0.9919462,0.9712554,0.03283626,0.00033220623,0.9933996,0.71877694,0.14125423,0.7066028,0.006915074,0.0009952157
0.907169,0.69528735,0.7841532,0.74016887,0.0714483,0.08908239,0.7954535,0.003921525,0.08642458,0.84030074
0.00971949,0.00072605256,0.77105606,0.89606583,0.92207354,0.34688106,0.023232006,0.00082837034,0.0029878204,0.036566176
0.12004969,0.3406609,0.00016493486,4.1843134e-05,0.98365283,0.08218542,0.7070932,0.025488647,0.00036648737,0.018512143
0.90496963,0.13752124,0.0003800055,0.7638707,7.675375e-05,0.038747266,0.03168843,0.021521168,0.032911878,0.09334488
0.91869104,0.60935605,0.021711567,0.055186044,0.0008264903,0.7369011,0.0010731079,0.010528108,0.040294517,0.008447675
0.08778692,0.0004622639,0.26586363,0.9293474,0.008100252,0.07943185,0.1125226,0.9870613,0.98422253,0.0017917491
0.00950863,0.18421367,0.21613672,4.5407873e-05,0.98810583,0.91054887,0.6225665,0.123789564,0.006475207,0.0004053703
0.02506983,0.8604877,0.49374917,0.9207915,0.24203001,0.13323112,0.007341301,0.019963041,0.05033312,0.92677265
0.030412978,0.0001277682,0.00085343356,0.0023256815,0.21994205,0.020034106,0.0036735944,0.76675534,0.96706396,0.0156052485
0.036226783,0.0053060735,0.00054893456,0.00032501543,0.3418809,0.010796605,0.035240762,0.00747437,0.19274296,0.66811204
0.46584356,1.8210532e-05,0.00016999507,0.03024413,0.80748636,0.20235266,0.9740344,0.5203937,0.731473,0.0013381044
0.84878063,0.3160868,0.01915083,0.040863346,0.20230182,0.8045637,0.15636306,0.7556125,0.9988788,0.6674585
0.939601,0.8562655,0.00083517696,0.115740485,0.011309068,0.003618459,0.00027350098,0.78548414,0.045585778,0.09503267
0.98872226,0.93988025,0.31216088,0.061481304,0.01503801,0.0012293046,0.10382514,0.8027993,0.2416525,0.41473824
0.03376793,0.7758488,0.061399102,0.27878448,0.94962776,0.02211876,0.7501145,0.41026837,0.001577408,0.113754585
0.0020420738,0.99906945,0.4012157,0.0004952951,0.0006731389,0.009095268,0.9877587,0.5129163,0.022623051,0.31191418
0.0022294575,0.11728439,0.0042940355,8.0900645e-05,0.9883261,0.00015700422,0.9503543,0.00176573,0.0013260917,0.9746643
0.99206775,0.9682882,0.0134761715,0.0004824419,0.0012687843,0.31312212,0.0008677511,0.052011088,0.87692374,0.4725568
0.05284764,0.005457414,0.003438939,0.0013518494,0.86503214,0.9542145,0.57572776,0.07670545,0.10185368,0.0010166701
0.73961025,0.009663397,0.15418808,0.08917115,0.01232458,0.5135987,0.90796286,0.46545202,0.9980426,0.16893613
0.028853238,0.9702339,0.0012693699,0.73510325,0.99238604,0.9914851,0.1641347,0.61637807,0.99023193,0.9727749
0.023758043,0.40756094,0.94550055,0.015601866,0.14502336,0.77493966,0.78928,0.013562929,0.009603363,0.009643489
0.0008322999,0.037580684,0.003129366,0.0032736221,2.532823e-05,0.00073778105,0.96413404,0.042731266,0.98930526,0.98735267
0.9812024,0.023999033,0.8357259,0.03156211,0.023303434,0.00014693804,0.036387622,0.7593162,0.91699725,0.31231844
0.03657188,0.96638006,0.0044033416,0.0151825305,0.0035822236,0.8197641,0.4051001,0.73428875,0.9795562,0.539159
0.03840388,0.010019888,0.9625259,0.07473355,0.98735195,0.52451396,0.0054032244,0.0029558053,0.043618973,0.22108258
0.027966233,0.6824118,0.007091344,0.017723171,0.40657654,0.86379796,0.9356335,0.4233434,0.8849506,0.41239858
0.12823142,0.77037513,0.00031132204,0.99643123,0.0011627676,0.5033017,0.0063689733,0.07900246,0.0074088573,0.087823
0.21898846,0.9916493,0.0033863233,0.84840965,0.94904876,0.6649384,0.0023882133,0.8890015,0.0069863037,0.05195858
0.02208522,0.9926967,0.4759544,0.0069776955,0.02686002,0.052548517,0.9219367,0.40086794,0.7420257,0.94873905
0.21369676,0.99808073,0.055820413,0.74030626,0.94811755,0.9875755,0.008882767,0.11832073,0.03125634,0.49335757
0.65272444,0.59919137,0.24476215,0.23606117,0.7444442,0.05565033,0.77427346,0.77995557,0.29505417,0.23643824
0.01194049,0.00013125915,0.012237586,0.9201014,0.00059723086,0.8956561,0.03290418,0.012785553,0.9583708,0.020837836
0.0011443943,0.30179036,0.853049,0.0076324525,0.10055484,0.07966447,0.97419536,0.98419327,0.97444886,0.106918626
0.12552227,0.0687282,0.092628114,0.0004865758,0.021853149,0.000513026,0.99744034,0.04693461,0.0027727096,0.04410545
0.8690555,0.39237294,0.09017162,0.1871595,0.6207629,0.42610252,0.018216504,0.67576283,0.017214641,0.0016295975
0.00941951,0.5002006,0.028337527,0.9948333,0.7491543,0.007248919,0.14043361,0.023248635,0.005369344,0.9719923
0.9296652,0.96785206,0.10850679,0.40968624,0.90959316,0.82573724,0.023186339,0.4402944,0.18901302,0.21238057
0.004516269,0.025793478,0.03127764,0.99779946,0.83151793,0.009405474,0.0006718349,0.32180047,0.9036351,0.99412787
0.011309963,0.9739094,0.004557485,0.6934713,0.5959155,0.13704163,0.06300658,0.0926157,0.5954344,0.9966075
0.7435767,0.5701576,0.0010075916,0.01761668,0.33664742,0.32337463,0.3970316,0.2790936,0.0025780026,0.0024214229
0.016086558,0.66894704,0.020062651,8.964036e-05,0.0028058218,0.00035247253,0.7388558,0.8993236,0.8641004,0.49853233
0.04045208,0.1108875,0.78640336,0.32180834,0.017927097,0.9976607,0.0066648736,0.17641146,0.8024543,0.0014474103
0.009989647,0.17578714,0.28775254,0.4374065,0.8148851,0.0016559449,0.009173874,0.00018795686,0.04170722,0.9996333
0.92672914,0.005909466,0.9944639,0.745006,0.37119254,0.40992096,0.011862781,0.0026761782,0.19480413,0.062160667
0.008285417,0.887481,0.393958,0.022895023,0.011405245,0.9897555,0.00032908557,0.6621325,0.87676364,0.004118782
0.8543673,0.0029814055,0.94944286,0.9357675,0.14081697,0.016225226,0.007688208,0.20352721,0.15831248,0.01851229
0.057804957,0.024574615,0.13439035,0.9911214,0.95894784,0.8675448,0.49652934,0.0007433338,0.9771377,0.9993537
0.014675979,0.085367784,0.04544129,0.011061212,0.45504507,0.21128768,0.982335,0.9676371,0.6492036,0.0059809084
0.021613255,0.49466616,0.15148473,0.3171232,0.07013801,0.00031877632,0.4122862,0.03545938,0.35306594,0.9982752
0.15900633,0.19417177,0.8488727,0.11540827,0.41642815,0.028882628,0.0015505673,0.8129809,0.013018701,0.0014047861
0.070236035,0.3512154,0.9479309,0.8922266,0.79042846,0.17210978,0.00040900838,0.081118114,0.034990128,0.18542074
0.011927468,0.00023846462,0.004099433,0.75388145,0.970519,0.7889295,0.9973087,0.0454817,0.8508123,0.28419855
0.9594272,0.9930821,0.10393802,0.16938137,0.27774182,0.5054009,0.858903,0.43207347,0.32925,0.38437888
0.9343423,0.0012552436,0.93575585,0.5756195,0.33513772,0.21958582,0.22820869,0.00062986696,0.09723879,0.14028935
