FEA Run,Global Fitness
1,348.87856606633557
2,68.14746792516682
3,46.19811354762483
4,31.838270174584
5,17.483498556767223
6,11.707059683994274
7,6.317385693628534
8,2.544027494658801
9,1.4767406135344117
10,0.9588884087254071
11,0.6549735105138221
12,0.44257819202320137
13,0.29835054422283436
14,0.2084558216078468
15,0.1453282780964068
16,0.10677678188367351
17,0.08043247418812459
18,0.0608670519546756
19,0.04457227902449714
20,0.030033840800341556
21,0.023656773558225284
22,0.019777170999344215
23,0.014567865821003738
24,0.011602802661728698
25,0.009879245177174294
26,0.008416924644640741
27,0.007404065948040418
28,0.006391103050733829
29,0.0057008562825997455
30,0.0051432513335949
31,0.0047348180996688765
32,0.004301491429310187
33,0.00390706742495696
34,0.0035733965782493715
35,0.003270418778654596
36,0.003052184233794326
37,0.002839033931910266
38,0.00246073716113488
39,0.0022911294519218626
40,0.002095666456003429
41,0.0019812582644871003
42,0.0018443484411855213
43,0.0017197308683670975
44,0.001623879831109451
45,0.0015424098708211893
46,0.0014702787041625375
47,0.0014069617097051007
48,0.001349309999507993
49,0.0013119065941711672
50,0.001260508551414212
